,game,player,color,move,turn
1555,24,Pknocks11,Black,Bd8,40
1556,24,Alfons2357,White,b4,41
1557,24,Pknocks11,Black,Bb6,42
1558,24,Alfons2357,White,g4,43
1559,24,Pknocks11,Black,g6,44
1560,24,Alfons2357,White,h4,45
1561,24,Pknocks11,Black,Bc7,46
1562,24,Alfons2357,White,Nf6+,47
1563,24,Pknocks11,Black,Kg7,48
1564,24,Alfons2357,White,Nh5+,49
1565,24,Pknocks11,Black,Kg8,50
1566,24,Alfons2357,White,Nf6+,51
1567,24,Pknocks11,Black,Kg7,52
1568,24,Alfons2357,White,Rxe6,53
1569,24,Pknocks11,Black,Bxf4+,54
1570,24,Alfons2357,White,Kb1,55
1571,24,Pknocks11,Black,Rxc3,56
1572,24,Alfons2357,White,Ne8+,57
1573,24,Pknocks11,Black,Kg8,58
1574,24,Alfons2357,White,Rxg6+,59
1575,24,Pknocks11,Black,Kh8,60
1576,24,Alfons2357,White,Nc7,61
1577,24,Pknocks11,Black,Ne5,62
1578,24,Alfons2357,White,Nd5,63
1579,24,Pknocks11,Black,Rh3,64
1580,24,Alfons2357,White,Rf6,65
