"game";"player";"color";"move";"turn"
49;"Alfons2357";"White";"d3";7
49;"piscat0re";"Black";"Bc5";8
49;"Alfons2357";"White";"O-O";9
49;"piscat0re";"Black";"O-O";10
49;"Alfons2357";"White";"Re1";11
49;"piscat0re";"Black";"d6";12
49;"Alfons2357";"White";"Be3";13
49;"piscat0re";"Black";"Bxe3";14
49;"Alfons2357";"White";"Rxe3";15
49;"piscat0re";"Black";"Qe8";16
49;"Alfons2357";"White";"h3";17
49;"piscat0re";"Black";"Be6";18
49;"Alfons2357";"White";"Na3";19
49;"piscat0re";"Black";"h6";20
49;"Alfons2357";"White";"Bxe6";21
49;"piscat0re";"Black";"Qxe6";22
49;"Alfons2357";"White";"Qd2";23
49;"piscat0re";"Black";"g5";24
49;"Alfons2357";"White";"Rae1";25
49;"piscat0re";"Black";"d5";26
49;"Alfons2357";"White";"exd5";27
49;"piscat0re";"Black";"Qxd5";28
49;"Alfons2357";"White";"c4";29
49;"piscat0re";"Black";"Qe6";30
49;"Alfons2357";"White";"Nxe5";31
49;"piscat0re";"Black";"Nxe5";32
49;"Alfons2357";"White";"Rxe5";33
49;"piscat0re";"Black";"Qb6";34
49;"Alfons2357";"White";"h4";35
49;"piscat0re";"Black";"Nd7";36
49;"Alfons2357";"White";"c5";37
49;"piscat0re";"Black";"Qc6";38
49;"Alfons2357";"White";"hxg5";39
49;"piscat0re";"Black";"h5";40
49;"Alfons2357";"White";"Rf5";41
49;"piscat0re";"Black";"h4";42
49;"Alfons2357";"White";"Re3";43
49;"piscat0re";"Black";"Qg6";44
49;"Alfons2357";"White";"g4";45
49;"piscat0re";"Black";"hxg3";46
49;"Alfons2357";"White";"Rxg3";47
49;"piscat0re";"Black";"Qxf5";48
49;"Alfons2357";"White";"Nc4";49
49;"piscat0re";"Black";"Kg7";50
49;"Alfons2357";"White";"Qc3+";51
49;"piscat0re";"Black";"Kg6";52
49;"Alfons2357";"White";"b4";53
49;"piscat0re";"Black";"Rae8";54
49;"Alfons2357";"White";"Kg2";55
49;"piscat0re";"Black";"Rh8";56
49;"Alfons2357";"White";"d4";57
49;"piscat0re";"Black";"Qd5+";58
49;"Alfons2357";"White";"Rf3";59
49;"piscat0re";"Black";"Qxg5+";60
49;"Alfons2357";"White";"Rg3";61
49;"piscat0re";"Black";"Rh2+";62
49;"Alfons2357";"White";"Kxh2";63
49;"piscat0re";"Black";"Rh8+";64
49;"Alfons2357";"White";"Kg2";65
49;"piscat0re";"Black";"Qxg3+";66
49;"Alfons2357";"White";"Qxg3+";67
49;"piscat0re";"Black";"Kf6";68
49;"Alfons2357";"White";"Qxc7";69
49;"piscat0re";"Black";"Ke7";70
