"X";"game";"player";"color";"move";"turn";"date"
3737;51;"Prasad, Devaki V";"White";"d4";3;1971-02-18
3738;51;"Kreiman, Boris";"Black";"d5";4;1971-02-19
3739;51;"Prasad, Devaki V";"White";"exd5";5;1971-02-20
3740;51;"Kreiman, Boris";"Black";"cxd5";6;1971-02-21
3741;51;"Prasad, Devaki V";"White";"c4";7;1971-02-22
3742;51;"Kreiman, Boris";"Black";"Nf6";8;1971-02-23
3743;51;"Prasad, Devaki V";"White";"Nc3";9;1971-02-24
3744;51;"Kreiman, Boris";"Black";"e6";10;1971-02-25
3886;53;"Lanka, Zigurds";"White";"e4";1;1971-02-26
3887;53;"Schmidt, P";"Black";"c6";2;1971-02-27
3888;53;"Lanka, Zigurds";"White";"d4";3;1971-02-28
3889;53;"Schmidt, P";"Black";"d5";4;1971-03-01
3890;53;"Lanka, Zigurds";"White";"exd5";5;1971-03-02
3891;53;"Schmidt, P";"Black";"cxd5";6;1971-03-03
3892;53;"Lanka, Zigurds";"White";"c4";7;1971-03-04
3893;53;"Schmidt, P";"Black";"Nf6";8;1971-03-05
3894;53;"Lanka, Zigurds";"White";"Nc3";9;1971-03-06
3895;53;"Schmidt, P";"Black";"Nc6";10;1971-03-07
3984;54;"Mueller, Karsten";"White";"e4";1;1971-03-08
3985;54;"Agdestein, Simen";"Black";"c6";2;1971-03-09
3986;54;"Mueller, Karsten";"White";"d4";3;1971-03-10
3987;54;"Agdestein, Simen";"Black";"d5";4;1971-03-11
3988;54;"Mueller, Karsten";"White";"exd5";5;1971-03-12
3989;54;"Agdestein, Simen";"Black";"cxd5";6;1971-03-13
3990;54;"Mueller, Karsten";"White";"Bd3";7;1971-03-14
3991;54;"Agdestein, Simen";"Black";"Nf6";8;1971-03-15
3992;54;"Mueller, Karsten";"White";"c3";9;1971-03-16
3993;54;"Agdestein, Simen";"Black";"Nc6";10;1971-03-17
4092;55;"Holzke, Frank";"White";"e4";1;1971-03-18
4093;55;"Roos, Daniel";"Black";"c6";2;1971-03-19
4094;55;"Holzke, Frank";"White";"d4";3;1971-03-20
4095;55;"Roos, Daniel";"Black";"d5";4;1971-03-21
4096;55;"Holzke, Frank";"White";"exd5";5;1971-03-22
4097;55;"Roos, Daniel";"Black";"cxd5";6;1971-03-23
4098;55;"Holzke, Frank";"White";"c4";7;1971-03-24
4099;55;"Roos, Daniel";"Black";"Nf6";8;1971-03-25
4100;55;"Holzke, Frank";"White";"Nc3";9;1971-03-26
4101;55;"Roos, Daniel";"Black";"e6";10;1971-03-27
4173;56;"Lanka, Zigurds";"White";"e4";1;1971-03-28
4174;56;"Cvitan, Ognjen";"Black";"c6";2;1971-03-29
4175;56;"Lanka, Zigurds";"White";"d4";3;1971-03-30
4176;56;"Cvitan, Ognjen";"Black";"d5";4;1971-03-31
4177;56;"Lanka, Zigurds";"White";"exd5";5;1971-04-01
4178;56;"Cvitan, Ognjen";"Black";"cxd5";6;1971-04-02
4179;56;"Lanka, Zigurds";"White";"c4";7;1971-04-03
4180;56;"Cvitan, Ognjen";"Black";"Nf6";8;1971-04-04
4181;56;"Lanka, Zigurds";"White";"Nc3";9;1971-04-05
4182;56;"Cvitan, Ognjen";"Black";"e6";10;1971-04-06
4248;57;"Reeh, Oliver";"White";"e4";1;1971-04-07
4249;57;"Grund, Holger";"Black";"c6";2;1971-04-08
4250;57;"Reeh, Oliver";"White";"c4";3;1971-04-09
4251;57;"Grund, Holger";"Black";"d5";4;1971-04-10
4252;57;"Reeh, Oliver";"White";"exd5";5;1971-04-11
4253;57;"Grund, Holger";"Black";"cxd5";6;1971-04-12
4254;57;"Reeh, Oliver";"White";"cxd5";7;1971-04-13
4255;57;"Grund, Holger";"Black";"Qxd5";8;1971-04-14
4256;57;"Reeh, Oliver";"White";"Nc3";9;1971-04-15
4257;57;"Grund, Holger";"Black";"Qd6";10;1971-04-16
4399;58;"Brynell, Stellan";"White";"e4";1;1971-04-17
4400;58;"Speelman, Jonathan S";"Black";"c6";2;1971-04-18
4401;58;"Brynell, Stellan";"White";"d4";3;1971-04-19
4402;58;"Speelman, Jonathan S";"Black";"d5";4;1971-04-20
4403;58;"Brynell, Stellan";"White";"exd5";5;1971-04-21
4404;58;"Speelman, Jonathan S";"Black";"cxd5";6;1971-04-22
4405;58;"Brynell, Stellan";"White";"c4";7;1971-04-23
4406;58;"Speelman, Jonathan S";"Black";"Nf6";8;1971-04-24
4407;58;"Brynell, Stellan";"White";"Nc3";9;1971-04-25
4408;58;"Speelman, Jonathan S";"Black";"Nc6";10;1971-04-26
4504;59;"De Val, D";"White";"e4";1;1971-04-27
4505;59;"Golubovic, Boris";"Black";"c6";2;1971-04-28
4506;59;"De Val, D";"White";"d4";3;1971-04-29
4507;59;"Golubovic, Boris";"Black";"d5";4;1971-04-30
4508;59;"De Val, D";"White";"exd5";5;1971-05-01
4509;59;"Golubovic, Boris";"Black";"cxd5";6;1971-05-02
4510;59;"De Val, D";"White";"c4";7;1971-05-03
4511;59;"Golubovic, Boris";"Black";"Nf6";8;1971-05-04
4512;59;"De Val, D";"White";"Nc3";9;1971-05-05
4513;59;"Golubovic, Boris";"Black";"e6";10;1971-05-06
4625;61;"Sermek, Drazen";"White";"e4";1;1971-05-07
4626;61;"Atalik, Suat";"Black";"c6";2;1971-05-08
4627;61;"Sermek, Drazen";"White";"d4";3;1971-05-09
4628;61;"Atalik, Suat";"Black";"d5";4;1971-05-10
4629;61;"Sermek, Drazen";"White";"exd5";5;1971-05-11
4630;61;"Atalik, Suat";"Black";"cxd5";6;1971-05-12
4631;61;"Sermek, Drazen";"White";"c4";7;1971-05-13
4632;61;"Atalik, Suat";"Black";"Nf6";8;1971-05-14
4633;61;"Sermek, Drazen";"White";"Nc3";9;1971-05-15
4634;61;"Atalik, Suat";"Black";"e6";10;1971-05-16
4752;62;"Sveshnikov, Evgeny E";"White";"e4";1;1971-05-17
4753;62;"Zupe, Miran";"Black";"c6";2;1971-05-18
4754;62;"Sveshnikov, Evgeny E";"White";"d4";3;1971-05-19
4755;62;"Zupe, Miran";"Black";"d5";4;1971-05-20
4756;62;"Sveshnikov, Evgeny E";"White";"exd5";5;1971-05-21
4757;62;"Zupe, Miran";"Black";"cxd5";6;1971-05-22
4758;62;"Sveshnikov, Evgeny E";"White";"c4";7;1971-05-23
4759;62;"Zupe, Miran";"Black";"Nf6";8;1971-05-24
4760;62;"Sveshnikov, Evgeny E";"White";"Nc3";9;1971-05-25
4761;62;"Zupe, Miran";"Black";"Nc6";10;1971-05-26
4864;63;"Del Rio Angelis, Salvador G";"White";"e4";1;1971-05-27
4865;63;"Becerra Rivero, Julio";"Black";"c6";2;1971-05-28
4866;63;"Del Rio Angelis, Salvador G";"White";"d4";3;1971-05-29
4867;63;"Becerra Rivero, Julio";"Black";"d5";4;1971-05-30
4868;63;"Del Rio Angelis, Salvador G";"White";"exd5";5;1971-05-31
4869;63;"Becerra Rivero, Julio";"Black";"cxd5";6;1971-06-01
4870;63;"Del Rio Angelis, Salvador G";"White";"c4";7;1971-06-02
4871;63;"Becerra Rivero, Julio";"Black";"Nf6";8;1971-06-03
4872;63;"Del Rio Angelis, Salvador G";"White";"Nc3";9;1971-06-04
4873;63;"Becerra Rivero, Julio";"Black";"g6";10;1971-06-05
4957;64;"Tomescu, Vlad";"White";"e4";1;1971-06-06
4958;64;"Franco Ocampos, Zenon";"Black";"c6";2;1971-06-07
4959;64;"Tomescu, Vlad";"White";"d4";3;1971-06-08
4960;64;"Franco Ocampos, Zenon";"Black";"d5";4;1971-06-09
4961;64;"Tomescu, Vlad";"White";"exd5";5;1971-06-10
4962;64;"Franco Ocampos, Zenon";"Black";"cxd5";6;1971-06-11
4963;64;"Tomescu, Vlad";"White";"c4";7;1971-06-12
4964;64;"Franco Ocampos, Zenon";"Black";"Nf6";8;1971-06-13
4965;64;"Tomescu, Vlad";"White";"Nc3";9;1971-06-14
4966;64;"Franco Ocampos, Zenon";"Black";"e6";10;1971-06-15
5011;65;"Ibragimov, Ildar";"White";"e4";1;1971-06-16
5012;65;"Tukmakov, Vladimir B";"Black";"c6";2;1971-06-17
5013;65;"Ibragimov, Ildar";"White";"d4";3;1971-06-18
5014;65;"Tukmakov, Vladimir B";"Black";"d5";4;1971-06-19
5015;65;"Ibragimov, Ildar";"White";"exd5";5;1971-06-20
5016;65;"Tukmakov, Vladimir B";"Black";"cxd5";6;1971-06-21
5017;65;"Ibragimov, Ildar";"White";"c4";7;1971-06-22
5018;65;"Tukmakov, Vladimir B";"Black";"Nf6";8;1971-06-23
5019;65;"Ibragimov, Ildar";"White";"Nc3";9;1971-06-24
5020;65;"Tukmakov, Vladimir B";"Black";"e6";10;1971-06-25
5114;66;"Cherniaev, Alexander";"White";"e4";1;1971-06-26
5115;66;"Meyer, Harvey";"Black";"c6";2;1971-06-27
5116;66;"Cherniaev, Alexander";"White";"d4";3;1971-06-28
5117;66;"Meyer, Harvey";"Black";"d5";4;1971-06-29
5118;66;"Cherniaev, Alexander";"White";"exd5";5;1971-06-30
5119;66;"Meyer, Harvey";"Black";"cxd5";6;1971-07-01
5120;66;"Cherniaev, Alexander";"White";"c4";7;1971-07-02
5121;66;"Meyer, Harvey";"Black";"Nf6";8;1971-07-03
5122;66;"Cherniaev, Alexander";"White";"Nc3";9;1971-07-04
5123;66;"Meyer, Harvey";"Black";"e6";10;1971-07-05
5171;67;"Tolnai, Tibor";"White";"e4";1;1971-07-06
5172;67;"Horvath, Csaba";"Black";"c6";2;1971-07-07
5173;67;"Tolnai, Tibor";"White";"d4";3;1971-07-08
5174;67;"Horvath, Csaba";"Black";"d5";4;1971-07-09
5175;67;"Tolnai, Tibor";"White";"exd5";5;1971-07-10
5176;67;"Horvath, Csaba";"Black";"cxd5";6;1971-07-11
5177;67;"Tolnai, Tibor";"White";"c4";7;1971-07-12
5178;67;"Horvath, Csaba";"Black";"Nf6";8;1971-07-13
5179;67;"Tolnai, Tibor";"White";"Nc3";9;1971-07-14
5180;67;"Horvath, Csaba";"Black";"e6";10;1971-07-15
5207;68;"Gipslis, Aivars P";"White";"e4";1;1971-07-16
5208;68;"Haba, Petr";"Black";"c6";2;1971-07-17
5209;68;"Gipslis, Aivars P";"White";"d4";3;1971-07-18
5210;68;"Haba, Petr";"Black";"d5";4;1971-07-19
5211;68;"Gipslis, Aivars P";"White";"exd5";5;1971-07-20
5212;68;"Haba, Petr";"Black";"cxd5";6;1971-07-21
5213;68;"Gipslis, Aivars P";"White";"c4";7;1971-07-22
5214;68;"Haba, Petr";"Black";"Nf6";8;1971-07-23
5215;68;"Gipslis, Aivars P";"White";"Nc3";9;1971-07-24
5216;68;"Haba, Petr";"Black";"e6";10;1971-07-25
5367;71;"Konguvel, Ponnuswamy";"White";"e4";1;1971-07-26
5368;71;"Speelman, Jonathan S";"Black";"c6";2;1971-07-27
5369;71;"Konguvel, Ponnuswamy";"White";"d4";3;1971-07-28
5370;71;"Speelman, Jonathan S";"Black";"d5";4;1971-07-29
5371;71;"Konguvel, Ponnuswamy";"White";"exd5";5;1971-07-30
5372;71;"Speelman, Jonathan S";"Black";"cxd5";6;1971-07-31
5373;71;"Konguvel, Ponnuswamy";"White";"c4";7;1971-08-01
5374;71;"Speelman, Jonathan S";"Black";"Nf6";8;1971-08-02
5375;71;"Konguvel, Ponnuswamy";"White";"Nc3";9;1971-08-03
5376;71;"Speelman, Jonathan S";"Black";"e6";10;1971-08-04
5433;72;"Dolmatov, Sergey V";"White";"e4";1;1971-08-05
5434;72;"Speelman, Jonathan S";"Black";"c6";2;1971-08-06
5435;72;"Dolmatov, Sergey V";"White";"d4";3;1971-08-07
5436;72;"Speelman, Jonathan S";"Black";"d5";4;1971-08-08
5437;72;"Dolmatov, Sergey V";"White";"exd5";5;1971-08-09
5438;72;"Speelman, Jonathan S";"Black";"cxd5";6;1971-08-10
5439;72;"Dolmatov, Sergey V";"White";"c4";7;1971-08-11
5440;72;"Speelman, Jonathan S";"Black";"Nf6";8;1971-08-12
5441;72;"Dolmatov, Sergey V";"White";"Nc3";9;1971-08-13
5442;72;"Speelman, Jonathan S";"Black";"e6";10;1971-08-14
5450;73;"Murshed, Niaz";"White";"e4";1;1971-08-15
5451;73;"Abdulla, Al-Rakib";"Black";"c6";2;1971-08-16
5452;73;"Murshed, Niaz";"White";"d4";3;1971-08-17
5453;73;"Abdulla, Al-Rakib";"Black";"d5";4;1971-08-18
5454;73;"Murshed, Niaz";"White";"exd5";5;1971-08-19
5455;73;"Abdulla, Al-Rakib";"Black";"cxd5";6;1971-08-20
5456;73;"Murshed, Niaz";"White";"c4";7;1971-08-21
5457;73;"Abdulla, Al-Rakib";"Black";"Nf6";8;1971-08-22
5458;73;"Murshed, Niaz";"White";"Nc3";9;1971-08-23
5459;73;"Abdulla, Al-Rakib";"Black";"g6";10;1971-08-24
5572;75;"Shulman, Yuri";"White";"e4";1;1971-08-25
5573;75;"Abdulla, Al-Rakib";"Black";"c6";2;1971-08-26
5574;75;"Shulman, Yuri";"White";"d4";3;1971-08-27
5575;75;"Abdulla, Al-Rakib";"Black";"d5";4;1971-08-28
5576;75;"Shulman, Yuri";"White";"exd5";5;1971-08-29
5577;75;"Abdulla, Al-Rakib";"Black";"cxd5";6;1971-08-30
5578;75;"Shulman, Yuri";"White";"c4";7;1971-08-31
5579;75;"Abdulla, Al-Rakib";"Black";"Nf6";8;1971-09-01
5580;75;"Shulman, Yuri";"White";"Nc3";9;1971-09-02
5581;75;"Abdulla, Al-Rakib";"Black";"g6";10;1971-09-03
5672;76;"Thein Dan Oo";"White";"e4";1;1971-09-04
5673;76;"Ye Naung Win Myint";"Black";"c6";2;1971-09-05
5674;76;"Thein Dan Oo";"White";"d4";3;1971-09-06
5675;76;"Ye Naung Win Myint";"Black";"d5";4;1971-09-07
5676;76;"Thein Dan Oo";"White";"exd5";5;1971-09-08
5677;76;"Ye Naung Win Myint";"Black";"cxd5";6;1971-09-09
5678;76;"Thein Dan Oo";"White";"Bd3";7;1971-09-10
5679;76;"Ye Naung Win Myint";"Black";"Nf6";8;1971-09-11
5680;76;"Thein Dan Oo";"White";"c3";9;1971-09-12
5681;76;"Ye Naung Win Myint";"Black";"Nc6";10;1971-09-13
5728;77;"Rochev, Y";"White";"e4";1;1971-09-14
5729;77;"Arkell, Keith C";"Black";"c6";2;1971-09-15
5730;77;"Rochev, Y";"White";"d4";3;1971-09-16
5731;77;"Arkell, Keith C";"Black";"d5";4;1971-09-17
5732;77;"Rochev, Y";"White";"exd5";5;1971-09-18
5733;77;"Arkell, Keith C";"Black";"cxd5";6;1971-09-19
5734;77;"Rochev, Y";"White";"c4";7;1971-09-20
5735;77;"Arkell, Keith C";"Black";"Nf6";8;1971-09-21
5736;77;"Rochev, Y";"White";"Nc3";9;1971-09-22
5737;77;"Arkell, Keith C";"Black";"g6";10;1971-09-23
5765;78;"Bologan, Viktor";"White";"e4";1;1971-09-24
5766;78;"Salov, Valery B";"Black";"c6";2;1971-09-25
5767;78;"Bologan, Viktor";"White";"d4";3;1971-09-26
5768;78;"Salov, Valery B";"Black";"d5";4;1971-09-27
5769;78;"Bologan, Viktor";"White";"exd5";5;1971-09-28
5770;78;"Salov, Valery B";"Black";"cxd5";6;1971-09-29
5771;78;"Bologan, Viktor";"White";"c4";7;1971-09-30
5772;78;"Salov, Valery B";"Black";"e6";8;1971-10-01
5773;78;"Bologan, Viktor";"White";"Nf3";9;1971-10-02
5774;78;"Salov, Valery B";"Black";"Nf6";10;1971-10-03
5970;79;"Kacheishvili, Giorgi";"White";"e4";1;1971-10-04
5971;79;"Negulescu, Adrian";"Black";"c6";2;1971-10-05
5972;79;"Kacheishvili, Giorgi";"White";"c4";3;1971-10-06
5973;79;"Negulescu, Adrian";"Black";"d5";4;1971-10-07
5974;79;"Kacheishvili, Giorgi";"White";"cxd5";5;1971-10-08
5975;79;"Negulescu, Adrian";"Black";"cxd5";6;1971-10-09
5976;79;"Kacheishvili, Giorgi";"White";"exd5";7;1971-10-10
5977;79;"Negulescu, Adrian";"Black";"Nf6";8;1971-10-11
5978;79;"Kacheishvili, Giorgi";"White";"Qa4+";9;1971-10-12
5979;79;"Negulescu, Adrian";"Black";"Nbd7";10;1971-10-13
6048;81;"Gallagher, Joseph G";"White";"e4";1;1971-10-14
6049;81;"Krizsany, Laszlo";"Black";"c6";2;1971-10-15
6050;81;"Gallagher, Joseph G";"White";"d4";3;1971-10-16
6051;81;"Krizsany, Laszlo";"Black";"d5";4;1971-10-17
6052;81;"Gallagher, Joseph G";"White";"exd5";5;1971-10-18
6053;81;"Krizsany, Laszlo";"Black";"cxd5";6;1971-10-19
6054;81;"Gallagher, Joseph G";"White";"c4";7;1971-10-20
6055;81;"Krizsany, Laszlo";"Black";"Nf6";8;1971-10-21
6056;81;"Gallagher, Joseph G";"White";"Nc3";9;1971-10-22
6057;81;"Krizsany, Laszlo";"Black";"Nc6";10;1971-10-23
6215;83;"Galyas, Miklos";"White";"e4";1;1971-10-24
6216;83;"Krutti, Valer";"Black";"c5";2;1971-10-25
6217;83;"Galyas, Miklos";"White";"c3";3;1971-10-26
6218;83;"Krutti, Valer";"Black";"g6";4;1971-10-27
6219;83;"Galyas, Miklos";"White";"d4";5;1971-10-28
6220;83;"Krutti, Valer";"Black";"cxd4";6;1971-10-29
6221;83;"Galyas, Miklos";"White";"cxd4";7;1971-10-30
6222;83;"Krutti, Valer";"Black";"d5";8;1971-10-31
6223;83;"Galyas, Miklos";"White";"exd5";9;1971-11-01
6224;83;"Krutti, Valer";"Black";"Nf6";10;1971-11-02
6258;84;"Beshukov, Sergei";"White";"e4";1;1971-11-03
6259;84;"Dreev, Alexey S";"Black";"c6";2;1971-11-04
6260;84;"Beshukov, Sergei";"White";"c4";3;1971-11-05
6261;84;"Dreev, Alexey S";"Black";"d5";4;1971-11-06
6262;84;"Beshukov, Sergei";"White";"exd5";5;1971-11-07
6263;84;"Dreev, Alexey S";"Black";"cxd5";6;1971-11-08
6264;84;"Beshukov, Sergei";"White";"cxd5";7;1971-11-09
6265;84;"Dreev, Alexey S";"Black";"Nf6";8;1971-11-10
6266;84;"Beshukov, Sergei";"White";"Nc3";9;1971-11-11
6267;84;"Dreev, Alexey S";"Black";"Nxd5";10;1971-11-12
6383;85;"Dolmatov, Sergey V";"White";"e4";1;1971-11-13
6384;85;"Burmakin, Vladimir";"Black";"c6";2;1971-11-14
6385;85;"Dolmatov, Sergey V";"White";"d4";3;1971-11-15
6386;85;"Burmakin, Vladimir";"Black";"d5";4;1971-11-16
6387;85;"Dolmatov, Sergey V";"White";"exd5";5;1971-11-17
6388;85;"Burmakin, Vladimir";"Black";"cxd5";6;1971-11-18
6389;85;"Dolmatov, Sergey V";"White";"c4";7;1971-11-19
6390;85;"Burmakin, Vladimir";"Black";"Nf6";8;1971-11-20
6391;85;"Dolmatov, Sergey V";"White";"Nc3";9;1971-11-21
6392;85;"Burmakin, Vladimir";"Black";"e6";10;1971-11-22
6481;86;"Kunte, Abhijit";"White";"e4";1;1971-11-23
6482;86;"Shankar, Roy";"Black";"c6";2;1971-11-24
6483;86;"Kunte, Abhijit";"White";"d4";3;1971-11-25
6484;86;"Shankar, Roy";"Black";"d5";4;1971-11-26
6485;86;"Kunte, Abhijit";"White";"exd5";5;1971-11-27
6486;86;"Shankar, Roy";"Black";"cxd5";6;1971-11-28
6487;86;"Kunte, Abhijit";"White";"c4";7;1971-11-29
6488;86;"Shankar, Roy";"Black";"Nf6";8;1971-11-30
6489;86;"Kunte, Abhijit";"White";"Nc3";9;1971-12-01
6490;86;"Shankar, Roy";"Black";"e6";10;1971-12-02
6610;87;"Dolmatov, Sergey V";"White";"e4";1;1971-12-03
6611;87;"Yevseev, Denis";"Black";"c6";2;1971-12-04
6612;87;"Dolmatov, Sergey V";"White";"d4";3;1971-12-05
6613;87;"Yevseev, Denis";"Black";"d5";4;1971-12-06
6614;87;"Dolmatov, Sergey V";"White";"exd5";5;1971-12-07
6615;87;"Yevseev, Denis";"Black";"cxd5";6;1971-12-08
6616;87;"Dolmatov, Sergey V";"White";"c4";7;1971-12-09
6617;87;"Yevseev, Denis";"Black";"Nf6";8;1971-12-10
6618;87;"Dolmatov, Sergey V";"White";"Nc3";9;1971-12-11
6619;87;"Yevseev, Denis";"Black";"g6";10;1971-12-12
6641;88;"Voitsekhovsky, Stanislav";"White";"e4";1;1971-12-13
6642;88;"Dreev, Alexey S";"Black";"c6";2;1971-12-14
6643;88;"Voitsekhovsky, Stanislav";"White";"d4";3;1971-12-15
6644;88;"Dreev, Alexey S";"Black";"d5";4;1971-12-16
6645;88;"Voitsekhovsky, Stanislav";"White";"exd5";5;1971-12-17
6646;88;"Dreev, Alexey S";"Black";"cxd5";6;1971-12-18
6647;88;"Voitsekhovsky, Stanislav";"White";"c4";7;1971-12-19
6648;88;"Dreev, Alexey S";"Black";"Nf6";8;1971-12-20
6649;88;"Voitsekhovsky, Stanislav";"White";"Nc3";9;1971-12-21
6650;88;"Dreev, Alexey S";"Black";"e6";10;1971-12-22
6698;89;"Van Riemsdijk, Herman C";"White";"e4";1;1971-12-23
6699;89;"Leskovar, Mat";"Black";"c6";2;1971-12-24
6700;89;"Van Riemsdijk, Herman C";"White";"c4";3;1971-12-25
6701;89;"Leskovar, Mat";"Black";"d5";4;1971-12-26
6702;89;"Van Riemsdijk, Herman C";"White";"exd5";5;1971-12-27
6703;89;"Leskovar, Mat";"Black";"cxd5";6;1971-12-28
6704;89;"Van Riemsdijk, Herman C";"White";"cxd5";7;1971-12-29
6705;89;"Leskovar, Mat";"Black";"Nf6";8;1971-12-30
6706;89;"Van Riemsdijk, Herman C";"White";"Nc3";9;1971-12-31
6707;89;"Leskovar, Mat";"Black";"a6";10;1972-01-01
6820;90;"Konguvel, Ponnuswamy";"White";"e4";1;1972-01-02
6821;90;"Shankar, Roy";"Black";"c6";2;1972-01-03
6822;90;"Konguvel, Ponnuswamy";"White";"d4";3;1972-01-04
6823;90;"Shankar, Roy";"Black";"d5";4;1972-01-05
6824;90;"Konguvel, Ponnuswamy";"White";"exd5";5;1972-01-06
6825;90;"Shankar, Roy";"Black";"cxd5";6;1972-01-07
6826;90;"Konguvel, Ponnuswamy";"White";"c4";7;1972-01-08
6827;90;"Shankar, Roy";"Black";"Nf6";8;1972-01-09
6828;90;"Konguvel, Ponnuswamy";"White";"Nc3";9;1972-01-10
6829;90;"Shankar, Roy";"Black";"Nc6";10;1972-01-11
6917;91;"Prasad, Devaki V";"White";"e4";1;1972-01-12
6918;91;"Shankar, Roy";"Black";"c6";2;1972-01-13
6919;91;"Prasad, Devaki V";"White";"d4";3;1972-01-14
6920;91;"Shankar, Roy";"Black";"d5";4;1972-01-15
6921;91;"Prasad, Devaki V";"White";"exd5";5;1972-01-16
6922;91;"Shankar, Roy";"Black";"cxd5";6;1972-01-17
6923;91;"Prasad, Devaki V";"White";"c4";7;1972-01-18
6924;91;"Shankar, Roy";"Black";"Nf6";8;1972-01-19
6925;91;"Prasad, Devaki V";"White";"Nc3";9;1972-01-20
6926;91;"Shankar, Roy";"Black";"Nc6";10;1972-01-21
6968;92;"Gurevich, Ilya M";"White";"e4";1;1972-01-22
6969;92;"Seirawan, Yasser";"Black";"c6";2;1972-01-23
6970;92;"Gurevich, Ilya M";"White";"d4";3;1972-01-24
6971;92;"Seirawan, Yasser";"Black";"d5";4;1972-01-25
6972;92;"Gurevich, Ilya M";"White";"exd5";5;1972-01-26
6973;92;"Seirawan, Yasser";"Black";"cxd5";6;1972-01-27
6974;92;"Gurevich, Ilya M";"White";"c4";7;1972-01-28
6975;92;"Seirawan, Yasser";"Black";"Nf6";8;1972-01-29
6976;92;"Gurevich, Ilya M";"White";"Nc3";9;1972-01-30
6977;92;"Seirawan, Yasser";"Black";"e6";10;1972-01-31
7207;95;"Christiansen, Larry M";"White";"e4";1;1972-02-01
7208;95;"Dautov, Rustem";"Black";"c6";2;1972-02-02
7209;95;"Christiansen, Larry M";"White";"c4";3;1972-02-03
7210;95;"Dautov, Rustem";"Black";"d5";4;1972-02-04
7211;95;"Christiansen, Larry M";"White";"exd5";5;1972-02-05
7212;95;"Dautov, Rustem";"Black";"cxd5";6;1972-02-06
7213;95;"Christiansen, Larry M";"White";"cxd5";7;1972-02-07
7214;95;"Dautov, Rustem";"Black";"Nf6";8;1972-02-08
7215;95;"Christiansen, Larry M";"White";"Nc3";9;1972-02-09
7216;95;"Dautov, Rustem";"Black";"Nxd5";10;1972-02-10
7291;96;"Gluzman, Mikhail";"White";"e4";1;1972-02-11
7292;96;"Chek, A";"Black";"c6";2;1972-02-12
7293;96;"Gluzman, Mikhail";"White";"d4";3;1972-02-13
7294;96;"Chek, A";"Black";"d5";4;1972-02-14
7295;96;"Gluzman, Mikhail";"White";"exd5";5;1972-02-15
7296;96;"Chek, A";"Black";"cxd5";6;1972-02-16
7297;96;"Gluzman, Mikhail";"White";"c4";7;1972-02-17
7298;96;"Chek, A";"Black";"Nf6";8;1972-02-18
7299;96;"Gluzman, Mikhail";"White";"Nc3";9;1972-02-19
7300;96;"Chek, A";"Black";"Nc6";10;1972-02-20
7362;97;"Polgar, Judit";"White";"e4";1;1972-02-21
7363;97;"Karpov, Anatoly";"Black";"c6";2;1972-02-22
7364;97;"Polgar, Judit";"White";"d4";3;1972-02-23
7365;97;"Karpov, Anatoly";"Black";"d5";4;1972-02-24
7366;97;"Polgar, Judit";"White";"exd5";5;1972-02-25
7367;97;"Karpov, Anatoly";"Black";"cxd5";6;1972-02-26
7368;97;"Polgar, Judit";"White";"c4";7;1972-02-27
7369;97;"Karpov, Anatoly";"Black";"Nf6";8;1972-02-28
7370;97;"Polgar, Judit";"White";"Nc3";9;1972-02-29
7371;97;"Karpov, Anatoly";"Black";"e6";10;1972-03-01
7419;98;"Neverov, Valeriy";"White";"e4";1;1972-03-02
7420;98;"Volzhin, Alexander";"Black";"c6";2;1972-03-03
7421;98;"Neverov, Valeriy";"White";"d4";3;1972-03-04
7422;98;"Volzhin, Alexander";"Black";"d5";4;1972-03-05
7423;98;"Neverov, Valeriy";"White";"exd5";5;1972-03-06
7424;98;"Volzhin, Alexander";"Black";"cxd5";6;1972-03-07
7425;98;"Neverov, Valeriy";"White";"Bd3";7;1972-03-08
7426;98;"Volzhin, Alexander";"Black";"Nc6";8;1972-03-09
7427;98;"Neverov, Valeriy";"White";"c3";9;1972-03-10
7428;98;"Volzhin, Alexander";"Black";"Nf6";10;1972-03-11
7447;99;"Liiva, Riho";"White";"e4";1;1972-03-12
7448;99;"Svirjov, Igor";"Black";"c6";2;1972-03-13
7449;99;"Liiva, Riho";"White";"d4";3;1972-03-14
7450;99;"Svirjov, Igor";"Black";"d5";4;1972-03-15
7451;99;"Liiva, Riho";"White";"exd5";5;1972-03-16
7452;99;"Svirjov, Igor";"Black";"cxd5";6;1972-03-17
7453;99;"Liiva, Riho";"White";"Bd3";7;1972-03-18
7454;99;"Svirjov, Igor";"Black";"Nf6";8;1972-03-19
7455;99;"Liiva, Riho";"White";"Nf3";9;1972-03-20
7456;99;"Svirjov, Igor";"Black";"Nc6";10;1972-03-21
7466;100;"Acs, Peter";"White";"e4";1;1972-03-22
7467;100;"Zelcic, Robert";"Black";"c6";2;1972-03-23
7468;100;"Acs, Peter";"White";"d4";3;1972-03-24
7469;100;"Zelcic, Robert";"Black";"d5";4;1972-03-25
7470;100;"Acs, Peter";"White";"exd5";5;1972-03-26
7471;100;"Zelcic, Robert";"Black";"cxd5";6;1972-03-27
7472;100;"Acs, Peter";"White";"c4";7;1972-03-28
7473;100;"Zelcic, Robert";"Black";"e6";8;1972-03-29
7474;100;"Acs, Peter";"White";"Nc3";9;1972-03-30
